name,Latitude,Longitude,Number,Street,City,State,County,Zip,url,count,total_homeless,adjusted_homeless
Oasis Women's Shelter,38.889513,-90.185364,111,Market St,Alton,IL,Madison County CoC,62002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15284,3,79,26.333333333333332
Elgin Wayside Center,41.75722,-88.31077,215,E New York St,Aurora,IL,"Aurora, Elgin/Kane County CoC",60505,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8213,5,410,82.0
Hesed House,41.746447,-88.330761,659,S River St,Aurora,IL,"Aurora, Elgin/Kane County CoC",60506,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10384,5,410,82.0
Salvation Army Safe Harbor Shelter,40.480109,-88.998961,208,N Oak St,Bloomington,IL,Bloomington/Central Illinois CoC,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15340,5,408,81.6
Home Sweet Home Mission,40.473061,-88.990137,303,E Oakland Ave,Bloomington,IL,Bloomington/Central Illinois CoC,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7592,5,408,81.6
Safe Harbor Homeless Services,40.479735,-88.999282,611,W Washington St,Bloomington,IL,Bloomington/Central Illinois CoC,61701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15232,5,408,81.6
Kingdom Residential Housing,41.664376,-87.667166,12610,S Honore St,Calumet Park,IL,Cook County CoC,60827,https://www.homelessshelterdirectory.org/shelter/il_kingdom-residential-housing,10,846,84.6
Fulton,40.560611,-90.015356,1330,E Ash St,Canton,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15946,6,311,51.833333333333336
Good Samaritan House of Carbondale,37.720068,-89.212631,701,S Marion St,Carbondale,IL,Southern Illinois CoC,62901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10071,5,233,46.6
Austin's Place,40.118587,-88.231631,504,E Church St,Champaign,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",61820,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15940,3,140,46.666666666666664
C,40.120204,-88.239486,70,E Washington St,Champaign,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",61820,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7750,3,140,46.666666666666664
Salvation Army Stepping Stone Program and Daytime Warming Center,40.141388,-88.23805,2212,N Market St,Champaign,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",61822,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15942,3,140,46.666666666666664
South Suburban PADS SOUTH TIER,41.505864,-87.659747,414,W Lincoln Hwy,Chicago Heights,IL,Chicago CoC,60411,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9645,28,5390,192.5
Respond Now,41.504775,-87.634863,1439,Emerald Ave,Chicago Heights,IL,Chicago CoC,60411,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7918,28,5390,192.5
Darkim Responsible Living for Women Inc Nfp,41.877341,-87.624771,332,S Michigan Ave,Chicago,IL,Chicago CoC,60604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15015,28,5390,192.5
Pacific Garden Mission,41.862127,-87.639862,1458,S Canal St,Chicago,IL,Chicago CoC,60607,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7858,28,5390,192.5
A Safe Haven Foundation,41.867507,-87.695166,2750,W Roosevelt Rd,Chicago,IL,Chicago CoC,60608,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9623,28,5390,192.5
You Can Make It,41.80167,-87.662551,5052,S Laflin St,Chicago,IL,Chicago CoC,60609,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11672,28,5390,192.5
Deborah's Place,41.877663,-87.697118,2822,W Jackson Blvd,Chicago,IL,Chicago CoC,60612,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7381,28,5390,192.5
Franciscan Outreach,41.873557,-87.694244,2715,W Harrison St,Chicago,IL,Chicago CoC,60612,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10274,28,5390,192.5
Broadway Youth Center,41.955043,-87.65041,4009,N Broadway St,Chicago,IL,Chicago CoC,60613,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15250,28,5390,192.5
Lincoln Park Community Services,41.925381,-87.643926,600,W Fullerton Pkwy,Chicago,IL,Chicago CoC,60614,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9697,28,5390,192.5
Believe shelter (Institution for women and kids),41.722091,-87.550759,9519,S Commercial Ave,Chicago,IL,Chicago CoC,60617,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15236,28,5390,192.5
Ujima Village Youth/Young Adult Shelter,41.761065,-87.631255,7320,S Yale Ave,Chicago,IL,Chicago CoC,60621,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20380,28,5390,192.5
Maria Shelter,41.761065,-87.631255,7320,S Yale Ave,Chicago,IL,Chicago CoC,60621,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20311,28,5390,192.5
The Night Ministry,41.901824,-87.662836,1110,N Noble St,Chicago,IL,Chicago CoC,60642,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12577,28,5390,192.5
Primo Center For Women And Children,41.881599,-87.73215,4241,W Washington Blvd,Chicago,IL,Chicago CoC,60624,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10538,28,5390,192.5
The Boulevard,41.889846,-87.712985,3465,W Franklin Blvd,Chicago,IL,Chicago CoC,60624,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7652,28,5390,192.5
Roseland Christian Ministries Grow Program,41.696398,-87.621172,10858,S Michigan Ave,Chicago,IL,Chicago CoC,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14730,28,5390,192.5
A Little Bit of Heaven Homeless Mens Overnight Shelter,41.688259,-87.627527,11321,S Wentworth Ave,Chicago,IL,Chicago CoC,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12181,28,5390,192.5
HRDI Women's Supportive Housing,41.686904,-87.622388,33,E 114th St,Chicago,IL,Chicago CoC,60628,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13431,28,5390,192.5
North Side Housing and Supportive Services,41.96195,-87.674885,4410,N Ravenswood Ave,Chicago,IL,Chicago CoC,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14427,28,5390,192.5
Cornerstone Community Outreach,41.966653,-87.658989,4628,N Clifton Ave,Chicago,IL,Chicago CoC,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9627,28,5390,192.5
Sarah's Circle,41.970458,-87.655003,4838,N Sheridan Rd,Chicago,IL,Chicago CoC,60640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14642,28,5390,192.5
St. Martin de Porres House of Hope,41.777977,-87.595547,6423,S Woodlawn Ave,Chicago,IL,Chicago CoC,60637,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8073,28,5390,192.5
La Casa Norte,41.909713,-87.715751,3533,W North Ave,Chicago,IL,Chicago CoC,60647,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14910,28,5390,192.5
Loving Hands of Jesus Shelter,41.897114,-87.769994,915,N Menard Ave,Chicago,IL,Chicago CoC,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15800,28,5390,192.5
The Salvation Army Shield of Hope Chicago,41.897905,-87.710265,924,N Christiana Ave,Chicago,IL,Chicago CoC,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20319,28,5390,192.5
The Salvation Army Freedom Center,41.897418,-87.709674,825,N Christiana Ave,Chicago,IL,Chicago CoC,60651,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20320,28,5390,192.5
La Posada Family Shelter,41.906018,-87.696511,1343,N California Ave,Chicago,IL,Chicago CoC,60622,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12408,28,5390,192.5
Danville Rescue Mission,40.137984,-87.611909,834,N Bowman Ave,Danville,IL,Bloomington/Central Illinois CoC,61832,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15040,5,408,81.6
Virtue House,39.814512,-88.953478,2225,S Franklin Street Rd,Decatur,IL,Decatur/Macon County CoC,62521,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11858,5,135,27.0
God's Shelter of Love,39.85033,-88.959367,929,N Union St,Decatur,IL,Decatur/Macon County CoC,62522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11856,5,135,27.0
Oasis Day Center,39.846669,-88.958338,243,W Cerro Gordo St,Decatur,IL,Decatur/Macon County CoC,62522,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11854,5,135,27.0
Salvation Army Decatur,39.841156,-88.957904,229,W Main St,Decatur,IL,Decatur/Macon County CoC,62523,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11859,5,135,27.0
The Water Street Mission Resurrected Homeless Shelter,39.848455,-88.954298,758,N Water St,Decatur,IL,Decatur/Macon County CoC,62523,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11860,5,135,27.0
Catholic Urban Programs Holy Angels Shelter,38.628458,-90.11118,7,Vieux Carre Dr,East Saint Louis,IL,"East St. Louis, Belleville/St. Clair County CoC",62204,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7257,2,298,149.0
The Family Living Center,38.613404,-90.128142,510,N 25th St,East Saint Louis,IL,"East St. Louis, Belleville/St. Clair County CoC",62205,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9525,2,298,149.0
Wayside Cross Ministries Day Shelter,42.044971,-88.273249,453,Fremont St,Elgin,IL,"Aurora, Elgin/Kane County CoC",60120,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15686,5,410,82.0
PADS of Elgin,42.023163,-88.318875,1730,Berkley St,Elgin,IL,"Aurora, Elgin/Kane County CoC",60123,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15540,5,410,82.0
Heart House,40.711998,-89.268773,300,Reagan Dr,Eureka,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61530,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13233,6,311,51.833333333333336
Mary Lou's Place,42.048966,-87.689152,1215,Church St,Evanston,IL,Cook County CoC,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14935,10,846,84.6
Connections for the Homeless,42.044635,-87.680844,1458,Chicago Ave,Evanston,IL,Cook County CoC,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7354,10,846,84.6
Hilda's Place Transitional Shelter,42.044635,-87.680844,1458,Chicago Ave,Evanston,IL,Cook County CoC,60201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7581,10,846,84.6
Chicago Ave Mission,42.293808,-89.616836,514,S Chicago Ave,Freeport,IL,"Rock Island, Moline/Northwestern Illinois CoC",61032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7481,5,135,27.0
Galesburg Rescue Mission and Women's Shelter Home,40.936767,-90.364094,435,E 3rd St,Galesburg,IL,"Rock Island, Moline/Northwestern Illinois CoC",61401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7492,5,135,27.0
The Good Samaritan House of Granite City,38.700023,-90.152789,1825,Delmar Ave,Granite City,IL,Madison County CoC,62040,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14112,3,79,26.333333333333332
Christian Community Compassion Center 4C's,37.740698,-88.541806,632,N Jackson St,Harrisburg,IL,Southern Illinois CoC,62946,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15947,5,233,46.6
New Directions Heating and Cooling Center,39.734311,-90.235011,100,S Fayette St,Jacksonville,IL,West Central Illinois CoC,62650,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14137,3,113,37.666666666666664
Catholic Charities Daybreak Center,41.528219,-88.06484,611,E Cass St,Joliet,IL,"Joliet, Bolingbrook/Will County CoC",60432,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12303,5,276,55.2
New Day Drop,41.523907,-88.071857,364,E Washington St,Joliet,IL,"Joliet, Bolingbrook/Will County CoC",60433,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15943,5,276,55.2
MorningStar Mission Ministries Inc.,41.524016,-88.072616,350,E Washington St,Joliet,IL,"Joliet, Bolingbrook/Will County CoC",60433,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7780,5,276,55.2
Groundwork,41.550943,-88.1221,1550,Plainfield Rd,Joliet,IL,"Joliet, Bolingbrook/Will County CoC",60435,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9504,5,276,55.2
Gift Of God Street Church Homeless Shelter,41.128347,-87.872518,660,N 5th Ave,Kankakee,IL,Bloomington/Central Illinois CoC,60901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20361,5,408,81.6
BEDS Plus,41.820404,-87.898426,9601,Ogden Ave,La Grange,IL,Cook County CoC,60558,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13385,10,846,84.6
Samaritan Well,40.441048,-90.672383,1306,Maple Ave,Macomb,IL,West Central Illinois CoC,61455,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14805,3,113,37.666666666666664
Marion Ministerial Alliance,37.733193,-88.926568,103,E Calvert St,Marion,IL,Southern Illinois CoC,62959,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7738,5,233,46.6
The Haven,39.483375,-88.377332,1812,Western Ave,Mattoon,IL,South Central Illinois CoC,61938,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15790,1,123,123.0
Housing Forward,41.870093,-87.842625,1851,S 9th Ave,Maywood,IL,Cook County CoC,60153,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14739,10,846,84.6
McHenry County PADS,42.317798,-88.27574,1805,S State Rte 31,McHenry,IL,McHenry County CoC,60050,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15055,1,155,155.0
Safe Haven of Mount Carmel,38.407491,-87.762078,217,W 3rd St,Mount Carmel,IL,Southern Illinois CoC,62863,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13779,5,233,46.6
Lifeboat Alliance,38.319625,-88.911283,1717,Jefferson Ave,Mount Vernon,IL,Southern Illinois CoC,62864,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15227,5,233,46.6
Ottawa PADS,41.351228,-88.845786,1120,Canal St,Ottawa,IL,"Rock Island, Moline/Northwestern Illinois CoC",61350,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9954,5,135,27.0
JOURNEYS,42.098885,-88.015074,1140,E Northwest Hwy,Palatine,IL,Cook County CoC,60004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14729,10,846,84.6
The Harbour,42.032822,-87.865188,1440,Renaissance Dr,Park Ridge,IL,Cook County CoC,60068,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10248,10,846,84.6
Salvation Army Rust Transitional Center,40.556798,-89.655938,235,Derby St,Pekin,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61554,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14354,6,311,51.833333333333336
Dream Center Peoria,40.697682,-89.592531,714,Hamilton Blvd,Peoria,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61603,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15741,6,311,51.833333333333336
South Side Mission Shelter for Women and Children,40.675638,-89.643493,1127,S Laramie St,Peoria,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61605,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13624,6,311,51.833333333333336
Peoria Rescue Mission,40.687178,-89.597082,601,SW Adams,Peoria,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",61602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7870,6,311,51.833333333333336
Salvation Army Shelter Quincy,39.936008,-91.408131,501,Broadway St,Quincy,IL,West Central Illinois CoC,62301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13792,3,113,37.666666666666664
Christian Family Care Center,41.510056,-90.56903,2209,3rd Ave,Rock Island,IL,"Rock Island, Moline/Northwestern Illinois CoC",61201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7288,5,135,27.0
Rockford Rescue Mission,42.274066,-89.100007,715,W State St,Rockford,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",61102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14585,5,465,93.0
American Red Cross Rock River Chapter,42.270599,-89.103712,809,Cedar St,Rockford,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",61102,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7119,5,465,93.0
Shelter Care Ministries,42.275192,-89.094112,412,N Church St,Rockford,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",61103,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8028,5,465,93.0
Carpenter's Place,42.258967,-89.079302,1149,Railroad Ave,Rockford,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",61104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12859,5,465,93.0
MELD at Trinity House Shelter,42.261348,-89.086554,620,Kishwaukee St,Rockford,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",61104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8162,5,465,93.0
Lazarus House,41.91254,-88.316279,214,Walnut St,Saint Charles,IL,"Aurora, Elgin/Kane County CoC",60174,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15402,5,410,82.0
Contact Ministries Emergency Shelter,39.800302,-89.640824,1100,E Adams St,Springfield,IL,Springfield/Sangamon County CoC,62703,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10128,1,294,294.0
Twin Cities PADS,41.815672,-89.695341,111,E 29th St,Sterling,IL,"Rock Island, Moline/Northwestern Illinois CoC",61081,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10503,5,135,27.0
Love Inc Lake County,42.363951,-87.881796,339,N Lakewood Ave,Waukegan,IL,"Waukegan, North Chicago/Lake County CoC",60085,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15951,5,292,58.4
